CIUDAD;VENDEDOR;FACTURA ;FECHA;CLIENTE ;VALOR SIN IVA;VALOR CON IVA;CREDITO;VENCIMIENTO;FECHA PAGO;RADICACION;LINEA; ESTADO DE LA COMISION;;
;;8024;;ANULADA;;;;;;;;;;
BOGOTA;RGC;8025;1-ago.-22;CONTEGRAL S.A.S.;5.049.204;6.008.553;30;2-sep-22;29-ago.-22;3-ago-22;VIKING;PAGADA AGOSTO;;
SANTA MARTA;HJS;8026;1-ago.-22;C.I. TECNICAS BALTIME DE COLOMBIA S.A.;14.183.100;16.877.889;30;2-sep-22;23-sep.-22;3-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8027;1-ago.-22;CASA LUKER S.A.;7.520.064;8.948.876;30;2-sep-22;2-sep.-22;3-ago-22;VIKING;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8028;1-ago.-22;CASA LUKER S.A.;430.996;512.885;30;2-sep-22;2-sep.-22;3-ago-22;VIKING;PAGADA SEPTIEMBRE;;
CALI;NVJ;8029;1-ago.-22;CONTEGRAL S.A.S.;35.028.760;41.684.224;30;2-sep-22;1-sep.-22;3-ago-22;VIKING;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8030;1-ago.-22;SUMINISTROS DE COLOMBIA S.A.S.;7.495.933;8.920.160;60;2-oct-22;8-sep.-22;3-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8031;2-ago.-22;COLORQUIMICA S.A.S.;8.627.400;10.266.606;30;4-sep-22;9-sep.-22;5-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
;;8032;;ANULADA;;;;;;;;;;
BOGOTA;JFA ;8033;2-ago.-22;AGROPALMARES S.A.S.;5.725.000;6.812.750;0;5-ago-22;19-jul.-22;5-ago-22;OTROS;PAGADA AGOSTO;;
BOGOTA;JFA ;8034;2-ago.-22;PELLETCO S.A.S.;8.037.900;9.565.101;0;5-ago-22;26-jul.-22;5-ago-22;VIKING;PAGADA AGOSTO;;
BOGOTA;MAV;8035;3-ago.-22;GRAN TIERRA COLOMBIA INC SUCURSAL;764.000;909.160;30;5-sep-22;2-sep.-22;6-ago-22;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8036;3-ago.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;451.472;537.252;60;5-oct-22;15-sep.-22;6-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;JFA ;8037;3-ago.-22;MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.;2.769.000;3.295.110;30;5-sep-22;2-sep.-22;6-ago-22;VIKING;PAGADA SEPTIEMBRE;;
CALI;NVJ;8038;3-ago.-22;ETERNIT COLOMBIANA S.A.;171.680;204.299;60;5-oct-22;5-oct.-22;6-ago-22;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;JGG;8039;4-ago.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;896.840;1.067.240;60;6-oct-22;15-sep.-22;7-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BARRANQUILLA;HJS;8040;4-ago.-22;LABORATORIOS RETY DE COLOMBIA S.A.;730.038;868.745;60;6-oct-22;14-oct.-22;7-ago-22;SANDPIPER;PAGADA OCTUBRE;;
;;8041;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;8042;5-ago.-22;COMPAÑÍA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS S.A.;9.981.000;11.877.390;30;7-sep-22;9-sep.-22;8-ago-22;VIKING;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8043;5-ago.-22;EMBOTELLADORA DE LA SABANA S.A.S.;44.172.637;44.172.637;45;22-sep-22;26-sep.-22;8-ago-22;OTROS;PAGADA SEPTIEMBRE;;
CALI;NVJ;8044;8-ago.-22;INGENIO RISARALDA S.A.;2.541.568;3.024.466;90;9-nov-22;4-nov.-22;11-ago-22;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8045;8-ago.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;784.330;933.353;60;10-oct-22;22-sep.-22;11-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8046;8-ago.-22;CARTON COLOMBIA S.A.;1.430.000;1.701.700;60;10-oct-22;3-oct.-22;11-ago-22;OTROS;PAGADA OCTUBRE;;
BOGOTA;RGC;8047;8-ago.-22;CARTON COLOMBIA S.A.;11.376.854;13.538.456;60;10-oct-22;3-oct.-22;11-ago-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;RGC;8048;9-sep.-22;CABARRIA IQA S.A. / INDUSTRIA QUIMICA ANDINA ;673.950;802.001;30;10-sep-22;4-oct.-22;11-ago-22;SANDPIPER;PAGADA OCTUBRE;;
CALI;NVJ;8049;9-ago.-22;CONTEGRAL S.A.S.;3.176.926;3.780.542;30;10-sep-22;8-sep.-22;11-ago-22;VIKING;PAGADA SEPTIEMBRE;;
CALI;NVJ;8050;9-ago.-22;CONTEGRAL S.A.S.;5.762.796;6.857.727;30;10-sep-22;8-sep.-22;11-ago-22;VIKING;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8051;9-ago.-22;EUROCERAMICA S.A.S.;1.441.440;1.715.314;45;25-sep-22;29-sep.-22;11-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
;;8052;;ANULADA;;;;;;;;;;
CARTAGENA;HJS;8053;9-ago.-22;AJOVER DARNEL S.A.S.;5.219.100;6.210.729;30;10-sep-22;14-sep.-22;11-ago-22;HIDROMAC;PAGADA SEPTIEMBRE;;
BUCARAMANGA;LRL;8054;9-ago.-22;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;6.397.000;7.612.430;0;11-ago-22;11/11/22 y 19/01/23;11-ago-22;SANDPIPER;PAGADA FEBRERO;;
;;8055;;ANULADA;;;;;;;;;;
CARTAGENA;HJS;8056;9-ago.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;8.206.988;9.766.316;60;10-oct-22;22-sep.-22;11-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8057;9-ago.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;955.636;1.137.207;60;10-oct-22;22-sep.-22;11-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8058;9-ago.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;107.200;127.568;30;10-sep-22;15-sep.-22;11-ago-22;HIDROMAC;PAGADA SEPTIEMBRE;;
BOGOTA;LRL;8059;9-ago.-22;SOLFLUIDS S.A.S.;1.900.800;2.261.952;0;11-ago-22;9-ago.-22;11-ago-22;DOSIFICACION;PAGADA AGOSTO;;
MEDELLIN;JGG;8060;10-ago.-22;CINTAS TEXTILES S.A.S. CINTATEX S.A.S.;2.834.100;3.372.579;30;12-sep-22;21-oct.-22;13-ago-22;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;JGG;8061;10-ago.-22;PRODUCTOS LACTEOS AURA S.A.;6.470.200;7.699.538;30;12-sep-22;9-sep.-22;13-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
CALI;NVJ;8062;10-ago.-22;INGENIO SAN CARLOS S.A.;1.635.920;1.946.745;60;12-oct-22;5-oct.-22;13-ago-22;SANDPIPER;PAGADA OCTUBRE;;
MANIZALES;NVJ;8063;11-ago.-22;JORGE E. JARAMILLO V. Y. CIA S.A.S.;6.136.892;7.302.901;30;12-sep-22;13-sep.-22;13-ago-22;VIKING;PAGADA SEPTIEMBRE;;
CALI;NVJ;8064;11-ago.-22;ALIMENTOS FINCA S.A.S.;2.614.150;3.110.839;30;12-sep-22;9-sep.-22;13-ago-22;DOSIFICACION;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8065;12-ago.-22;SARY SOCIEDAD POR ACCIONES SIMPLIFICADA ;309.000;367.710;30;14-sep-22;9-sep.-22;15-ago-22;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8066;12-ago.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;2.862.000;3.405.780;30;14-sep-22;19-sep.-22;15-ago-22;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;LRL;8067;16-ago.-22;DIANA CAROLINA DUQUE LAVERDE;3.865.000;3.865.000;0;18-ago-22;13-feb.-23;18-ago-22;OTROS;PAGADA JUNIO;;
;;8068;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;8069;16-ago.-22;C.I. UNION DE BANANEROS DE URABA S.A.UNIBAN ;8.166.000;9.717.540;30;17-sep-22;11-nov.-22;18-ago-22;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8070;16-ago.-22;COLORQUIMICA S.A.S.;10.975.272;13.060.574;30;17-sep-22;23-sep.-22;18-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
;;8071;;ANULADA;;;;;;;;;;
BOGOTA;RGC;8072;16-ago.-22;GROUPE SEB ANDEAN S.A.;2.772.000;3.298.680;60;17-oct-22;20-oct.-22;18-ago-22;OTROS;PAGADA OCTUBRE;;
CARTAGENA;HJS;8073;17-ago.-22;PROELECTRICA S.A.S. E.S.P.;664.050;790.220;30;18-sep-22;13-sep.-22;19-ago-22;OTROS;PAGADA SEPTIEMBRE;;
SANTA MARTA;HJS;8074;17-ago.-22;BIOCOSTA GREEN ENERGY S.A.S. ;688.350;819.137;0;19-ago-22;9-sep.-22;19-ago-22;HIDROMAC;PAGADA SEPTIEMBRE;;
CALI;NVJ;8075;17-ago.-22;SOLLA S.A.;2.550.000;3.034.500;30;18-sep-22;21-sep.-22;19-ago-22;OTROS;PAGADA SEPTIEMBRE;;
;;8076;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;8077;18-ago.-22;CINTAS TEXTILES S.A.S. CINTATEX S.A.S.;3.836.000;4.564.840;30;19-sep-22;24-oct.-22;20-ago-22;OTROS;PAGADA OCTUBRE;;
BOGOTA;RGC;8078;18-ago.-22;OLEODUCTO CENTRAL S.A.;714.000;849.660;30;19-sep-22;15-sep.-22;20-ago-22;OTROS;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8079;19-ago.-22;DEXCO COLOMBIA S.A.;3.421.440;4.071.514;30;20-sep-22;23-sep.-22;21-ago-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;MAV;8080;19-ago.-22;PEPSICO ALIMENTOS Z.F. LTDA. ;16.070.865;19.124.329;30;20-sep-22;28-sep.-22;21-ago-22;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8081;19-ago.-22;GROUPE SEB ANDEAN S.A.;3.225.000;3.837.750;60;20-oct-22;20-oct.-22;21-ago-22;OTROS;PAGADA OCTUBRE;;
;;8082;;ANULADA;;;;;;;;;;
BOGOTA;MAV;8083;19-ago.-22;C.I. MANUFACTURAS Y PROCESOS INDUSTRIALES LIMITADA;19.643.000;23.375.170;30;20-sep-22;16-sep.-22;21-ago-22;HIDROMAC;PAGADA SEPTIEMBRE;;
MANIZALES;JGG;8084;19-ago.-22;TECNOLOGIA EN CUBRIMIENTO S.A. ;1.456.574;1.733.323;30;20-sep-22;23-sep.-22;21-ago-22;OTROS;PAGADA SEPTIEMBRE;;
;;8085;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;8086;19-ago.-22;CINTAS TEXTILES S.A.S. CINTATEX S.A.S.;6.000.000;7.140.000;30;20-sep-22;24-oct.-22;21-ago-22;OTROS;PAGADA OCTUBRE;;
BOGOTA;LRL;8087;23-ago.-22;PANAVIAS INGENIERIA & CONSTRUCCIONES S.A.;5.457.000;6.493.830;0;25-ago-22;22-ago.-22;25-ago-22;VIKING;PAGADA AGOSTO;;
CALI;NVJ;8088;23-ago.-22;ALIMENTOS FINCA S.A.S.;5.697.360;6.779.858;30;24-sep-22;22-sep.-22;25-ago-22;VIKING;PAGADA SEPTIEMBRE;;
BOGOTA;MAV;8089;23-ago.-22;INDUSTRIAS ESPUMAS DEL ORIENTE S.A.S;6.296.400;7.492.716;0;25-ago-22;23-ago.-22;25-ago-22;VIKING;PAGADA AGOSTO;;
BOGOTA;RGC;8090;24-ago.-22;SUMINISTROS DE COLOMBIA S.A.S.;626.710;745.785;60;25-oct-22;5-oct.-22;26-ago-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;RGC;8091;24-ago.-22;SUMINISTROS DE COLOMBIA S.A.S.;273.750;325.763;60;25-oct-22;5-oct.-22;26-ago-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;RGC;8092;24-ago.-22;SUMINISTROS DE COLOMBIA S.A.S.;1.031.450;1.227.426;60;25-oct-22;5-oct.-22;26-ago-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;RGC;8093;25-ago.-22;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;682.110;682.110;45;11-oct-22;13-oct.-22;27-ago-22;SANDPIPER;PAGADA OCTUBRE;;
;;8094;;ANULADA;;;;;;;;;;
BOGOTA;MAV;8095;25-ago.-22;COMESTIBLES ITALO ;1.425.000;1.695.750;30;26-sep-22;4-oct.-22;27-ago-22;SANDPIPER;PAGADA OCTUBRE;;
;;8096;;ANULADA;;;;;;;;;;
BOGOTA;RGC;8097;25-ago.-22;SUMINISTROS DE COLOMBIA S.A.S.;932.455;1.109.621;60;26-oct-22;5-oct.-22;27-ago-22;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;JGG;8098;25-ago.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;2.009.293;2.391.059;60;26-oct-22;5-oct.-22;27-ago-22;SANDPIPER;PAGADA OCTUBRE;;
BARRANQUILLA;HJS;8099;26-ago.-22;ITALCOL S.A.;7.623.990;9.072.548;30;27-sep-22;30-sep.-22;28-ago-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;RGC;8100;26-ago.-22;SUMINISTROS DE COLOMBIA S.A.S.;4.565.291;5.432.696;60;27-oct-22;5-oct.-22;28-ago-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;MAV;8101;26-ago.-22;EMPACOR S.A.;2.862.000;3.405.780;0;28-ago-22;25-ago.-22;28-ago-22;SANDPIPER;PAGADA AGOSTO;;
MEDELLIN;JGG;8102;26-ago.-22;CERVECERIA UNION S.A.;3.488.011;4.150.733;65;1-nov-22;5-oct.-22;28-ago-22;SANDPIPER;PAGADA OCTUBRE;;
BUCARAMANGA;LRL;8103;29-ago.-22;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;6.397.000;7.612.430;0;31-ago-22;19-ene.-23;31-ago-22;SANDPIPER;PAGADA FEBRERO;;
BOGOTA;RGC;8104;30-ago.-22;ALIMENTOS FINCA S.A.S.;1.800.000;2.142.000;30;1-oct-22;29-sep.-22;1-sep-22;OTROS;PAGADA SEPTIEMBRE;;
PEREIRA;NVJ;8105;30-ago.-22;NATURAL HARVEST COLOMBIA S.A.S.;21.843.000;21.843.000;0;2-ago-22;04/08/22 y 06/09/22;2-ago-22;OTROS;PAGADA SEPTIEMBRE;;
BARRANQUILLA;HJS;8106;30-ago.-22;TALECTRO INGENIERIA S.A.S.;1.815.858;2.160.871;30;2-oct-22;30-sep.-22;2-sep-22;VIKING;PAGADA OCTUBRE;;
CALI;NVJ;8107;1-sep.-22;QUIMPAC DE COLOMBIA S.A.;359.128;427.362;60;2-nov-22;7-oct.-22;3-sep-22;VIKING;PAGADA OCTUBRE;;
CALI;NVJ;8108;1-sep.-22;INGENIO SAN CARLOS S.A.;4.492.488;5.346.061;60;2-nov-22;22-dic.-22;3-sep-22;SANDPIPER;PAGADA DICIEMBRE;;
MEDELLIN;JGG;8109;1-sep.-22;INVESA S.A.;26.442.000;31.465.980;60;2-nov-22;4-nov.-22;3-sep-22;HIDROMAC;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8110;1-sep.-22;COMPAÑÍA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS S.A.;9.981.000;11.877.390;30;3-oct-22;7-oct.-22;3-sep-22;VIKING;PAGADA OCTUBRE;;
MEDELLIN;JGG;8111;1-sep.-22;EUROCERAMICA S.A.S.;1.000.000;1.190.000;45;18-oct-22;20-oct.-22;3-sep-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;JFA ;8112;1-sep.-22;ITALCOL S.A.;1.998.000;2.377.620;30;3-oct-22;7-oct.-22;3-sep-22;OTROS;PAGADA OCTUBRE;;
MEDELLIN;JGG;8113;1-sep.-22;CONTEGRAL S.A.S.;1.963.000;2.335.970;30;3-oct-22;4-oct.-22;3-sep-22;OTROS;PAGADA OCTUBRE;;
MEDELLIN;JGG;8114;1-sep.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.375.326;1.636.638;60;2-nov-22;11-oct.-22;3-sep-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;RGC;8115;1-sep.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;547.977;652.093;60;2-nov-22;11-oct.-22;3-sep-22;SANDPIPER;PAGADA OCTUBRE;;
MANIZALES;JGG;8116;1-sep.-22;TECNOLOGIA EN CUBRIMIENTO S.A. ;23.857.000;28.389.830;30;3-oct-22;14-oct.-22;3-sep-22;HIDROMAC;PAGADA OCTUBRE;;
;;8117;;ANULADA;;;;;;;;;;
BOGOTA;RGC;8118;2-sep.-22;CARTON COLOMBIA S.A.;1.430.000;1.701.700;60;3-nov-22;1-may.-11;4-sep-22;OTROS;PAGADA NOVIEMBRE;;
BARRANQUILLA;HJS;8119;2-sep.-22;LABORATORIOS RETY DE COLOMBIA S.A.;753.766;896.982;60;3-nov-22;11-nov.-22;4-sep-22;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8120;2-sep.-22;ELECTRO PORCELANA GAMMA S.A.S.;1.628.000;1.937.320;60;3-nov-22;11-oct.-22;4-sep-22;SANDPIPER;PAGADA OCTUBRE;;
CALI;NVJ;8121;2-sep.-22;SOLLA S.A.;3.409.384;4.057.167;30;4-oct-22;7-oct.-22;4-sep-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;RGC;8122;5-sep.-22;AJOVER DARNEL S.A.S.;990.000;1.178.100;30;7-oct-22;13-oct.-22;7-sep-22;VIKING;PAGADA OCTUBRE;;
;;8123;;ANULADA;;;;;;;;;;
;;8124;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;8125;5-sep.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;493.073.391;586.757.335;30;7-oct-22;12-oct.-22;7-sep-22;VIKING;PAGADA OCTUBRE;;
MEDELLIN;JGG;8126;5-sep.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;38.069.940;45.303.229;30;7-oct-22;12-oct.-22;7-sep-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;RGC;8127;6-sep.-22;AJOVER DARNEL S.A.S.;2.433.416;2.895.765;30;8-oct-22;13-oct.-22;8-sep-22;VIKING;PAGADA OCTUBRE;;
BARRANQUILLA;HJS;8128;6-sep.-22;VOPAK COLOMBIA S.A.;6.557.690;7.803.651;30;8-oct-22;28-sep.-22;8-sep-22;OTROS;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8129;6-sep.-22;CINTAS TEXTILES S.A.S. CINTATEX S.A.S.;442.900;527.051;30;8-oct-22;1-nov.-22;8-sep-22;OTROS;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8130;6-sep.-22;CINTAS TEXTILES S.A.S. CINTATEX S.A.S.;386.000;459.340;30;8-oct-22;1-nov.-22;8-sep-22;OTROS;PAGADA NOVIEMBRE;;
BOGOTA;RGC;8131;6-sep.-22;COLFLUIDOS DE COLOMBIA S.A.S.;12.033.756;14.320.170;0;8-sep-22;05/08/22 y 05/09/22;8-sep-22;VIKING;PAGADA SEPTIEMBRE;;
CALI;NVJ;8132;7-sep.-22;SOLLA S.A.;3.068.446;3.651.451;30;9-oct-22;13-oct.-22;9-sep-22;VIKING;PAGADA OCTUBRE;;
CALI;NVJ;8133;7-sep.-22;SOLLA S.A.;3.068.446;3.651.451;30;9-oct-22;13-oct.-22;9-sep-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;RGC;8134;7-sep.-22;PERMODA LTDA. ARMI- PRONTO-BKUL- KOAJ ;811.000;965.090;0;9-sep-22;11-nov.-22;9-sep-22;OTROS;PAGADA NOVIEMBRE;;
CARTAGENA;HJS;8135;7-sep.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;75.228.584;89.522.015;60;8-nov-22;20-oct.-22;9-sep-22;SANDPIPER;PAGADA OCTUBRE;;
BARRANQUILLA;HJS;8136;7-sep.-22;TALECTRO INGENIERIA S.A.S.;5.864.453;6.978.699;30;9-oct-22;7-oct.-22;9-sep-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;RGC;8137;8-sep.-22;CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA;245.960;245.960;45;25-oct-22;27-oct.-22;10-sep-22;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;JGG;8138;8-sep.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;1.415.700;1.684.683;30;10-oct-22;19-oct.-22;10-sep-22;OTROS;PAGADA OCTUBRE;;
BOGOTA;RGC;8139;8-sep.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.703.162;2.026.763;60;9-nov-22;19-oct.-22;10-sep-22;OTROS;PAGADA OCTUBRE;;
MEDELLIN;JGG;8140;9-sep.-22;COOPERATIVA COLANTA;2.458.000;2.925.020;45;26-oct-22;16-nov.-22;11-sep-22;OTROS;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8141;9-sep.-22;COOPERATIVA COLANTA;2.458.000;2.925.020;45;26-oct-22;16-nov.-22;11-sep-22;OTROS;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8142;9-sep.-22;GROUPE SEB ANDEAN S.A.;6.775.560;8.062.916;60;10-nov-22;10-nov.-22;11-sep-22;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8143;12-sep.-22;AGROZ S.A.;18.424.260;21.924.869;30;13-oct-22;28-nov.-22;13-sep-22;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;RGC;8144;13-sep.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;3.550.000;4.224.500;30;14-oct-22;20-oct.-22;14-sep-22;OTROS;PAGADA OCTUBRE;;
;;8145;;ANULADA;;;;;;;;;;
BOGOTA;RGC;8146;13-sep.-22;ALIMENTOS FINCA S.A.S.;7.176.466;8.539.995;30;14-oct-22;13-oct.-22;14-sep-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;RGC;8147;13-sep.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;2.407.472;2.864.892;60;13-nov-22;25-oct.-22;14-sep-22;SANDPIPER;PAGADA OCTUBRE;;
BUCARAMANGA;LRL;8148;13-sep.-22;ESSI ELECTRICIDAD Y SERVICIOS INDUSTRIALES S.A.S.;228.800;272.272;0;14-sep-22;19-ene.-23;14-sep-22;SANDPIPER;PAGADA FEBRERO;;
BOGOTA;JFA ;8149;13-sep.-22;AGROPECUARIA ALIAR S.A.;30.676.144;36.504.611;30;14-oct-22;26-oct.-22;14-sep-22;SANDPIPER;PAGADA OCTUBRE;;
BOGOTA;RGC;8150;14-sep.-22;CASA LUKER S.A.;2.985.050;3.552.210;30;15-oct-22;21-oct.-22;15-sep-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;RGC;8151;14-sep.-22;LACTEOS LA ARBOLEDA SAS;354.354;421.681;30;15-oct-22;23-sep.-22;15-sep-22;SANDPIPER;PAGADA SEPTIEMBRE;;
MEDELLIN;JGG;8152;14-sep.-22;C.I. UNION DE BANANEROS DE URABA S.A. UNIBAN;3.319.600;3.950.324;30;15-oct-22;18-nov.-22;15-sep-22;SANDPIPER;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8153;14-sep.-22;INVESA S.A.;713.600;849.184;60;14-nov-22;11-nov.-22;15-sep-22;SANDPIPER;PAGADA NOVIEMBRE;;
PEREIRA;NVJ;8154;15-sep.-22;PAPELES NACIONALES S.A.;2.188.272;2.604.044;30;16-oct-22;12-oct.-22;16-sep-22;SANDPIPER;PAGADA OCTUBRE;;
CALI;NVJ;8155;15-sep.-22;MAYAGUEZ S.A.;526.776;626.863;30;15-oct-22;23-nov.-22;15-sep-22;SANDPIPER;PAGADA NOVIEMBRE;;
CARTAGENA;HJS;8156;15-sep.-22;AJOVER DARNEL S.A.S.;36.997.234;44.026.708;30;16-oct-22;27-oct.-22;16-sep-22;VIKING;PAGADA OCTUBRE;;
;;8157;;ANULADA;;;;;;;;;;
BARRANQUILLA;HJS;8158;15-sep.-22;SULFOQUIMICA S.A.;11.129.021;13.243.535;60;15-nov-22;21-dic.-22;16-sep-22;SANDPIPER;PAGADA DICIEMBRE;;
BOGOTA;RGC;8159;15-sep.-22;IMPORTSOLUCIONES S A S;1.025.000;1.219.750;0;16-sep-22;22-jul.-22;16-sep-22;SANDPIPER;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8160;15-sep.-22;AW COMPANY S A S;93.044.468;110.722.917;0;16-sep-22;16-sep.-22;16-sep-22;VIKING;PAGADA SEPTIEMBRE;;
BARRANQUILLA;HJS;8161;16-sep.-22;LABORATORIOS RETY DE COLOMBIA S.A.S;946.030;1.125.776;60;16-nov-22;11-nov.-22;17-sep-22;SANDPIPER;PAGADA NOVIEMBRE;;
BOGOTA;RGC;8162;19-sep.-22;CIA COLOMBIANA DE CERAMICAS S.A.S.;1.956.856;2.328.659;60;19-nov-22;25-oct.-22;20-sep-22;SANDPIPER;PAGADA OCTUBRE;;
;;8163;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;8164;19-sep.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;1.565.852;1.863.364;30;20-oct-22;25-oct.-22;20-sep-22;VIKING;PAGADA OCTUBRE;;
BOGOTA;RGC;8165;19-sep.-22;COMPAÑIA NACIONAL DE ACEITES S. A EN;536.000;637.840;0;20-sep-22;17-ago.-22;20-sep-22;OTROS;PAGADA SEPTIEMBRE;;
BOGOTA;RGC;8166;19-sep.-22;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.S.;12.138.000;14.444.220;30;20-oct-22;25-oct.-22;20-sep-22;OTROS;PAGADA OCTUBRE;;
CARTAGENA;HJS;8167;19-sep.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;8.238.899;9.804.290;60;19-nov-22;20-oct.-22;20-sep-22;SANDPIPER;PAGADA OCTUBRE;;
CARTAGENA;HJS;8168;19-sep.-22;MEXICHEM RESINAS DE COLOMBIA S.A.S.;144.608;172.084;60;19-nov-22;20-oct.-22;20-sep-22;SANDPIPER;PAGADA OCTUBRE;;
;;8169;;ANULADA;;;;;;;;;;
MEDELLIN;JGG;8170;19-sep.-22;INDUSTRIA HACEB S.A.;4.008.000;4.769.520;60;19-nov-22;4-nov.-22;20-sep-22;OTROS;PAGADA NOVIEMBRE;;
MEDELLIN;JGG;8171;19-sep.-22;FERRO COLOMBIA S.A.S. ;333.768;397.184;30;20-oct-22;25-oct.-22;20-sep-22;SANDPIPER;PAGADA OCTUBRE;;
MEDELLIN;JGG;8172;19-sep.-22;AMTEX S.A.;2.491.740;2.965.171;60;19-nov-22;2-dic.-22;20-sep-22;SANDPIPER;PAGADA DICIEMBRE;;
MEDELLIN;JGG;8173;19-sep.-22;DEXCO COLOMBIA S.A.;1.494.436;1.778.379;30;20-oct-22;21-oct.-22;20-sep-22;OTROS;PAGADA OCTUBRE;;
